"","race","call"
"1874","white",0
"1875","white",0
"1876","black",0
"1877","black",0
"1878","black",0
"1879","black",0
"1880","black",0
"1881","white",0
"1882","white",0
"1883","black",0
"1884","black",0
"1885","white",0
"1886","white",0
"1887","white",0
"1888","white",1
"1889","black",0
"1890","black",0
"1891","black",1
"1892","black",0
"1893","white",1
"1894","white",0
"1895","black",0
"1896","white",0
"1897","white",0
"1898","white",0
"1899","black",0
"1900","black",0
"1901","white",0
"1902","white",0
"1903","white",0
"1904","black",0
"1905","black",0
"1906","white",0
"1907","black",0
"1908","black",0
"1909","black",0
"1910","black",0
"1911","black",0
"1912","white",1
"1913","white",0
"1914","white",0
"1915","white",0
"1916","black",1
"1917","white",0
"1918","black",0
"1919","white",0
"1920","black",0
"1921","white",0
"1922","black",0
"1923","white",0
"1924","black",0
"1925","white",0
"1926","black",0
"1927","black",0
"1928","white",0
"1929","black",0
"1930","white",0
"1931","white",0
"1932","white",0
"1933","black",0
"1934","black",0
"1935","black",1
"1936","white",1
"1937","white",0
"1938","black",1
"1939","white",0
"1940","black",0
"1941","white",0
"1942","black",0
"1943","white",0
"1944","black",0
"1945","white",0
"1946","black",0
"1947","white",0
"1948","black",0
"1949","white",0
"1950","black",0
"1951","white",1
"1952","black",1
"1953","white",0
"1954","black",0
"1955","black",0
"1956","white",0
"1957","white",0
"1958","white",0
"1959","black",0
"1960","black",0
"1961","black",1
"1962","white",0
"1963","white",0
"1964","black",0
"1965","white",0
"1966","black",0
"1967","black",0
"1968","white",0
"1969","black",0
"1970","black",1
"1971","white",0
"1972","white",0
"1973","white",0
"1974","black",0
"1975","white",0
"1976","black",0
"1977","white",0
"1978","black",1
"1979","white",0
"1980","black",0
"1981","black",0
"1982","white",0
"1983","black",0
"1984","white",0
"1985","black",0
"1986","white",1
"1987","white",0
"1988","white",0
"1989","white",0
"1990","white",0
"1991","black",0
"1992","white",0
"1993","black",0
"1994","white",0
"1995","black",0
"1996","black",0
"1997","black",0
"1998","black",0
"1999","white",0
"2000","white",0
"2001","black",0
"2002","white",0
"2003","black",0
"2004","black",0
"2005","white",0
"2006","black",0
"2007","white",0
"2008","black",0
"2009","white",1
"2010","black",1
"2011","black",1
"2012","white",0
"2013","black",0
"2014","white",1
"2015","black",0
"2016","white",0
"2017","white",0
"2018","black",0
"2019","white",0
"2020","black",0
"2021","white",0
"2022","black",0
"2023","white",0
"2024","black",0
"2025","black",0
"2026","white",0
"2027","white",1
"2028","black",0
"2029","black",0
"2030","white",0
"2031","white",0
"2032","black",0
"2033","black",0
"2034","black",0
"2035","white",0
"2036","white",0
"2037","white",0
"2038","black",0
"2039","white",0
"2040","black",0
"2041","white",0
"2042","white",0
"2043","black",0
"2044","black",0
"2045","white",0
"2046","black",0
"2047","white",0
"2048","black",0
"2049","white",0
"2050","black",0
"2051","white",0
"2052","black",0
"2053","white",0
"2054","black",0
"2055","white",0
"2056","black",0
"2057","white",0
"2058","black",0
"2059","black",0
"2060","white",0
"2061","black",0
"2062","white",0
"2063","white",0
"2064","black",0
"2065","white",0
"2066","white",0
"2067","white",0
"2068","black",0
"2069","white",0
"2070","black",0
"2071","white",0
"2072","white",0
"2073","black",0
"2074","white",0
"2075","black",0
"2076","black",0
"2077","black",0
"2078","white",0
"2079","white",0
"2080","white",0
"2081","black",0
"2082","black",0
"2083","black",0
"2084","black",0
"2085","white",0
"2086","white",0
"2087","black",0
"2088","black",0
"2089","white",0
"2090","white",0
"2091","black",0
"2092","black",0
"2093","white",1
"2094","black",1
"2095","white",0
"2096","black",0
"2097","white",1
"2098","white",1
"2099","black",1
"2100","black",1
"2101","black",0
"2102","white",0
"2103","black",0
"2104","white",0
"2105","black",0
"2106","white",0
"2107","white",1
"2108","black",0
"2109","white",1
"2110","black",0
"2111","white",1
"2112","black",0
"2113","white",0
"2114","black",0
"2115","white",0
"2116","black",0
"2117","black",0
"2118","white",0
"2119","white",0
"2120","black",0
"2121","black",0
"2122","white",0
"2123","white",0
"2124","black",0
"2125","black",0
"2126","white",0
"2127","white",0
"2128","black",0
"2129","black",0
"2130","white",0
"2131","white",0
"2132","black",0
"2133","white",0
"2134","white",0
"2135","black",0
"2136","black",0
"2137","black",0
"2138","white",0
"2139","white",0
"2140","black",0
"2141","white",0
"2142","white",0
"2143","black",0
"2144","black",0
"2145","white",0
"2146","white",0
"2147","black",0
"2148","black",0
"2149","white",0
"2150","white",0
"2151","black",0
"2152","black",0
"2153","white",0
"2154","white",0
"2155","white",0
"2156","white",0
"2157","black",0
"2158","white",0
"2159","white",0
"2160","white",0
"2161","white",0
"2162","black",0
"2163","black",0
"2164","black",0
"2165","black",1
"2166","black",0
"2167","black",0
"2168","white",0
"2169","black",0
"2170","black",0
"2171","black",0
"2172","black",0
"2173","black",0
"2174","black",0
"2175","black",0
"2176","white",0
"2177","white",0
"2178","white",0
"2179","white",0
"2180","white",0
"2181","white",0
"2182","white",0
"2183","white",0
"2184","black",0
"2185","black",0
"2186","black",0
"2187","black",0
"2188","black",0
"2189","white",0
"2190","white",0
"2191","white",0
"2192","black",0
"2193","black",0
"2194","white",1
"2195","white",1
"2196","black",0
"2197","white",0
"2198","black",0
"2199","white",0
"2200","black",0
"2201","white",0
"2202","black",1
"2203","black",0
"2204","white",1
"2205","white",1
"2206","black",0
"2207","black",0
"2208","white",1
"2209","white",0
"2210","black",0
"2211","black",1
"2212","white",0
"2213","white",0
"2214","white",0
"2215","black",0
"2216","black",0
"2217","white",0
"2218","white",0
"2219","black",0
"2220","black",0
"2221","black",0
"2222","white",1
"2223","black",1
"2224","white",0
"2225","black",0
"2226","white",0
"2227","black",0
"2228","white",1
"2229","white",1
"2230","black",0
"2231","black",0
"2232","white",0
"2233","white",0
"2234","white",1
"2235","black",0
"2236","black",0
"2237","white",0
"2238","white",0
"2239","black",0
"2240","black",0
"2241","black",0
"2242","white",0
"2243","white",0
"2244","black",0
"2245","black",0
"2246","white",0
"2247","black",0
"2248","white",0
"2249","white",0
"2250","white",0
"2251","black",0
"2252","black",0
"2253","white",0
"2254","white",0
"2255","black",0
"2256","black",1
"2257","black",0
"2258","white",0
"2259","black",0
"2260","white",0
"2261","black",0
"2262","white",0
"2263","white",0
"2264","black",0
"2265","white",0
"2266","black",0
"2267","black",0
"2268","white",0
"2269","black",0
"2270","white",0
"2271","white",0
"2272","white",0
"2273","white",0
"2274","white",0
"2275","black",0
"2276","black",0
"2277","white",0
"2278","white",0
"2279","white",0
"2280","white",0
"2281","black",0
"2282","white",0
"2283","black",0
"2284","black",0
"2285","black",0
"2286","white",0
"2287","white",0
"2288","black",0
"2289","black",0
"2290","black",0
"2291","black",0
"2292","black",0
"2293","white",0
"2294","white",0
"2295","white",0
"2296","white",0
"2297","black",0
"2298","black",0
"2299","black",0
"2300","black",0
"2301","black",0
"2302","white",1
"2303","white",1
"2304","black",1
"2305","black",0
"2306","white",0
"2307","black",0
"2308","white",0
"2309","white",0
"2310","white",0
"2311","black",0
"2312","black",0
"2313","black",0
"2314","white",0
"2315","white",0
"2316","black",0
"2317","white",1
"2318","black",1
"2319","white",1
"2320","black",1
"2321","black",0
"2322","white",0
"2323","black",0
"2324","white",0
"2325","white",1
"2326","white",1
"2327","black",1
"2328","black",0
"2329","black",0
"2330","white",0
"2331","black",0
"2332","white",0
"2333","white",0
"2334","black",0
"2335","white",0
"2336","black",0
"2337","black",0
"2338","white",0
"2339","black",0
"2340","white",0
"2341","white",0
"2342","white",0
"2343","white",0
"2344","white",0
"2345","white",0
"2346","white",0
"2347","white",0
"2348","black",0
"2349","black",0
"2350","black",0
"2351","white",0
"2352","black",0
"2353","black",0
"2354","black",0
"2355","black",0
"2356","black",0
"2357","black",0
"2358","black",0
"2359","white",0
"2360","white",0
"2361","black",0
"2362","black",0
"2363","white",0
"2364","white",0
"2365","white",0
"2366","black",0
"2367","black",0
"2368","white",0
"2369","black",0
"2370","white",0
"2371","white",0
"2372","black",0
"2373","black",0
"2374","white",0
"2375","white",0
"2376","black",1
"2377","white",0
"2378","white",0
"2379","black",1
"2380","black",1
"2381","white",1
"2382","black",1
"2383","black",1
"2384","white",1
"2385","black",0
"2386","black",0
"2387","white",0
"2388","white",0
"2389","white",0
"2390","black",0
"2391","white",0
"2392","black",0
"2393","white",1
"2394","black",0
"2395","black",0
"2396","white",1
"2397","white",0
"2398","black",0
"2399","white",0
"2400","black",0
"2401","black",0
"2402","black",0
"2403","white",0
"2404","white",0
"2405","black",0
"2406","white",0
"2407","black",0
"2408","white",0
"2409","black",0
"2410","white",0
"2411","black",0
"2412","white",0
"2413","black",0
"2414","white",0
"2415","black",0
"2416","white",0
"2417","black",0
"2418","white",0
"2419","white",0
"2420","black",0
"2421","black",0
"2422","white",0
"2423","white",0
"2424","white",0
"2425","black",0
"2426","black",0
"2427","white",0
"2428","black",0
"2429","white",0
"2430","black",0
"2431","black",0
"2432","white",0
"2433","white",0
"2434","white",0
"2435","white",0
"2436","white",0
"2437","white",0
"2438","white",0
"2439","black",0
"2440","black",0
"2441","white",0
"2442","white",0
"2443","black",0
"2444","black",0
"2445","white",0
"2446","black",0
"2447","white",0
"2448","black",0
"2449","black",0
"2450","black",0
"2451","white",0
"2452","black",0
"2453","black",0
"2454","black",0
"2455","black",0
"2456","black",0
"2457","white",0
"2458","white",0
"2459","white",0
"2460","white",0
"2461","black",0
"2462","black",0
"2463","black",0
"2464","black",0
"2465","white",0
"2466","white",0
"2467","black",0
"2468","white",1
"2469","white",1
"2470","black",1
"2471","white",0
"2472","black",0
"2473","black",0
"2474","white",0
"2475","black",0
"2476","white",1
"2477","white",1
"2478","black",0
"2479","white",0
"2480","black",0
"2481","white",0
"2482","black",0
"2483","white",0
"2484","white",0
"2485","black",0
"2486","black",0
"2487","white",0
"2488","white",0
"2489","black",0
"2490","black",0
"2491","white",1
"2492","black",1
"2493","white",0
"2494","black",0
"2495","black",0
"2496","white",0
"2497","black",0
"2498","white",0
"2499","white",0
"2500","white",0
"2501","black",0
"2502","black",0
"2503","white",0
"2504","white",0
"2505","black",0
"2506","black",0
"2507","white",0
"2508","black",0
"2509","white",0
"2510","black",0
"2511","black",0
"2512","black",0
"2513","white",0
"2514","white",0
"2515","white",0
"2516","white",1
"2517","white",0
"2518","white",0
"2519","white",0
"2520","white",1
"2521","white",0
"2522","white",0
"2523","black",0
"2524","black",0
"2525","black",0
"2526","black",0
"2527","black",0
"2528","black",0
"2529","white",0
"2530","white",0
"2531","black",1
"2532","black",0
"2533","black",0
"2534","black",0
"2535","white",0
"2536","black",0
"2537","white",0
"2538","black",0
"2539","black",0
"2540","white",1
"2541","white",1
"2542","black",1
"2543","white",0
"2544","white",0
"2545","black",0
"2546","black",0
"2547","white",0
"2548","black",0
"2549","white",0
"2550","black",1
"2551","white",0
"2552","black",0
"2553","white",0
"2554","black",0
"2555","white",0
"2556","black",0
"2557","white",1
"2558","black",0
"2559","white",0
"2560","black",0
"2561","black",0
"2562","white",0
"2563","black",1
"2564","white",0
"2565","black",0
"2566","white",0
"2567","black",0
"2568","white",0
"2569","white",0
"2570","white",0
"2571","white",0
"2572","black",0
"2573","white",0
"2574","white",0
"2575","black",0
"2576","white",0
"2577","black",0
"2578","white",0
"2579","black",0
"2580","black",0
"2581","black",0
"2582","black",0
"2583","white",0
"2584","black",0
"2585","black",0
"2586","black",0
"2587","white",0
"2588","white",0
"2589","white",0
"2590","white",0
"2591","white",0
"2592","black",0
"2593","black",0
"2594","black",0
"2595","black",0
"2596","white",0
"2597","white",0
"2598","white",0
"2599","black",0
"2600","black",0
"2601","white",0
"2602","white",0
"2603","black",0
"2604","black",0
"2605","white",0
"2606","black",0
"2607","white",0
"2608","black",0
"2609","white",0
"2610","white",0
"2611","black",0
"2612","black",0
"2613","white",1
"2614","black",1
"2615","black",1
"2616","white",1
"2617","white",0
"2618","white",0
"2619","black",0
"2620","black",0
"2621","white",1
"2622","black",1
"2623","black",0
"2624","white",0
"2625","white",0
"2626","white",0
"2627","black",1
"2628","black",1
"2629","white",0
"2630","black",0
"2631","white",0
"2632","white",0
"2633","black",0
"2634","black",0
"2635","white",0
"2636","white",0
"2637","black",0
"2638","black",0
"2639","white",0
"2640","black",0
"2641","black",0
"2642","white",0
"2643","black",0
"2644","white",0
"2645","white",0
"2646","black",0
"2647","black",0
"2648","black",0
"2649","black",0
"2650","white",0
"2651","white",0
"2652","black",0
"2653","black",0
"2654","white",0
"2655","white",0
"2656","white",0
"2657","white",0
"2658","black",0
"2659","black",0
"2660","white",0
"2661","black",0
"2662","white",0
"2663","white",0
"2664","black",0
"2665","black",1
"2666","white",0
"2667","black",0
"2668","white",0
"2669","black",0
"2670","white",1
"2671","white",0
"2672","black",0
"2673","white",0
"2674","black",0
"2675","white",0
"2676","black",0
"2677","white",0
"2678","black",0
"2679","white",0
"2680","black",0
"2681","black",0
"2682","white",1
"2683","black",0
"2684","white",0
"2685","black",0
"2686","white",0
"2687","white",0
"2688","white",0
"2689","black",0
"2690","black",0
"2691","black",0
"2692","white",0
"2693","white",1
"2694","black",1
"2695","white",1
"2696","black",1
"2697","white",1
"2698","black",1
"2699","white",0
"2700","black",0
"2701","white",0
"2702","black",0
"2703","white",0
"2704","black",0
"2705","black",0
"2706","black",0
"2707","white",0
"2708","white",0
"2709","black",0
"2710","white",0
"2711","white",0
"2712","white",0
"2713","white",0
"2714","black",0
"2715","black",0
"2716","black",0
"2717","black",0
"2718","white",0
"2719","white",0
"2720","white",0
"2721","black",0
"2722","black",0
"2723","white",0
"2724","black",0
"2725","black",0
"2726","black",0
"2727","white",0
"2728","white",0
"2729","white",0
"2730","black",0
"2731","white",0
"2732","black",0
"2733","white",1
"2734","white",0
"2735","black",0
"2736","black",0
"2737","white",0
"2738","white",1
"2739","black",1
"2740","black",0
"2741","white",0
"2742","white",0
"2743","black",0
"2744","black",0
"2745","white",1
"2746","black",0
"2747","black",1
"2748","white",0
"2749","white",1
"2750","black",0
"2751","black",1
"2752","white",0
"2753","white",0
"2754","black",0
"2755","white",0
"2756","black",0
"2757","white",0
"2758","black",0
"2759","white",0
"2760","white",0
"2761","black",1
"2762","black",0
"2763","white",0
"2764","black",0
"2765","white",0
"2766","black",0
"2767","white",0
"2768","black",0
"2769","white",0
"2770","black",0
"2771","white",0
"2772","black",0
"2773","black",0
"2774","white",0
"2775","white",0
"2776","black",0
"2777","white",0
"2778","white",0
"2779","black",0
"2780","black",0
"2781","white",0
"2782","black",0
"2783","white",0
"2784","black",0
"2785","white",0
"2786","black",0
"2787","white",0
"2788","white",0
"2789","black",0
"2790","white",0
"2791","black",0
"2792","black",0
"2793","white",0
"2794","black",0
"2795","black",0
"2796","white",0
"2797","white",0
"2798","white",0
"2799","black",0
"2800","black",0
"2801","black",0
"2802","white",0
"2803","white",0
"2804","black",0
"2805","white",0
"2806","black",0
"2807","white",0
"2808","black",0
"2809","black",0
"2810","white",0
"2811","black",0
"2812","white",0
"2813","white",0
"2814","white",0
"2815","black",0
"2816","black",0
"2817","white",0
"2818","white",0
"2819","black",0
"2820","black",0
"2821","black",0
"2822","white",0
"2823","black",0
"2824","white",0
"2825","white",0
"2826","black",0
"2827","white",0
"2828","black",0
"2829","black",0
"2830","white",0
"2831","white",0
"2832","white",0
"2833","black",0
"2834","white",0
"2835","black",0
"2836","black",0
"2837","white",0
"2838","black",0
"2839","white",0
"2840","black",0
"2841","white",0
"2842","black",0
"2843","black",0
"2844","white",0
"2845","white",1
"2846","white",1
"2847","black",1
"2848","black",0
"2849","white",1
"2850","black",0
"2851","black",0
"2852","black",0
"2853","white",0
"2854","white",0
"2855","black",0
"2856","white",0
"2857","black",0
"2858","white",0
"2859","black",0
"2860","black",0
"2861","white",0
"2862","white",0
"2863","white",0
"2864","black",0
"2865","white",0
"2866","black",0
"2867","white",0
"2868","black",0
"2869","black",0
"2870","white",0
"2871","white",0
"2872","black",0
"2873","white",0
"2874","black",0
"2875","white",0
"2876","black",0
"2877","white",0
"2878","black",0
"2879","white",0
"2880","black",0
"2881","white",0
"2882","black",0
"2883","black",1
"2884","white",1
"2885","black",0
"2886","white",0
"2887","black",0
"2888","white",0
"2889","white",0
"2890","white",0
"2891","black",0
"2892","black",0
"2893","white",0
"2894","white",1
"2895","black",0
"2896","black",1
"2897","white",1
"2898","black",0
"2899","white",0
"2900","black",0
"2901","white",0
"2902","black",0
"2903","white",0
"2904","white",1
"2905","white",0
"2906","black",1
"2907","black",0
"2908","black",0
"2909","white",0
"2910","white",0
"2911","black",0
"2912","black",0
"2913","white",0
"2914","black",0
"2915","white",0
"2916","black",0
"2917","white",0
"2918","black",0
"2919","white",0
"2920","black",0
"2921","black",0
"2922","white",0
"2923","white",0
"2924","black",0
"2925","white",0
"2926","black",0
"2927","black",0
"2928","white",0
"2929","white",0
"2930","black",0
"2931","white",0
"2932","black",0
"2933","black",0
"2934","white",0
"2935","black",0
"2936","black",0
"2937","white",0
"2938","white",0
"2939","black",0
"2940","white",0
"2941","white",0
"2942","white",0
"2943","black",0
"2944","black",0
"2945","white",0
"2946","black",0
"2947","white",0
"2948","white",0
"2949","white",0
"2950","white",1
"2951","white",1
"2952","white",0
"2953","white",0
"2954","white",0
"2955","black",0
"2956","black",0
"2957","white",0
"2958","white",0
"2959","black",0
"2960","white",0
"2961","white",0
"2962","black",0
"2963","black",0
"2964","black",0
"2965","black",0
"2966","white",0
"2967","white",0
"2968","white",0
"2969","black",0
"2970","black",0
"2971","white",0
"2972","black",1
"2973","black",0
"2974","black",0
"2975","black",0
"2976","black",0
"2977","black",0
"2978","white",0
"2979","white",0
"2980","black",0
"2981","black",0
"2982","black",0
"2983","black",0
"2984","white",0
"2985","black",0
"2986","white",0
"2987","white",0
"2988","white",0
"2989","black",0
"2990","black",0
"2991","white",0
"2992","black",0
"2993","black",0
"2994","white",0
"2995","white",0
"2996","white",0
"2997","white",0
"2998","white",0
"2999","black",0
"3000","black",0
"3001","white",0
"3002","white",0
"3003","black",0
"3004","black",0
"3005","black",0
"3006","black",0
"3007","black",0
"3008","black",0
"3009","black",1
"3010","white",0
"3011","white",0
"3012","white",0
"3013","white",0
"3014","black",0
"3015","white",0
"3016","white",0
"3017","black",0
"3018","black",0
"3019","white",0
"3020","white",1
"3021","black",1
"3022","black",0
"3023","white",0
"3024","black",0
"3025","white",0
"3026","black",0
"3027","white",0
"3028","white",0
"3029","black",0
"3030","black",0
"3031","white",0
"3032","white",0
"3033","black",0
"3034","black",0
"3035","white",0
"3036","black",0
"3037","black",0
"3038","white",0
"3039","white",0
"3040","white",0
"3041","black",0
"3042","black",0
"3043","black",1
"3044","white",0
"3045","white",0
"3046","black",0
"3047","white",0
"3048","black",0
"3049","white",0
"3050","black",0
"3051","black",0
"3052","white",0
"3053","white",0
"3054","white",0
"3055","white",0
"3056","black",0
"3057","white",0
"3058","black",0
"3059","black",0
"3060","black",0
"3061","white",0
"3062","black",0
"3063","white",0
"3064","black",0
"3065","black",0
"3066","white",0
"3067","white",0
"3068","white",0
"3069","black",0
"3070","black",0
"3071","white",0
"3072","white",0
"3073","black",0
"3074","black",0
"3075","white",0
"3076","white",0
"3077","black",0
"3078","black",0
"3079","white",0
"3080","black",0
"3081","white",0
"3082","black",0
"3083","white",0
"3084","white",0
"3085","black",0
"3086","black",0
"3087","black",0
"3088","black",0
"3089","white",0
"3090","white",0
"3091","white",0
"3092","black",0
"3093","white",0
"3094","black",0
"3095","white",0
"3096","black",1
"3097","white",0
"3098","black",0
"3099","white",0
"3100","white",0
"3101","black",0
"3102","black",0
"3103","black",0
"3104","white",0
"3105","white",0
"3106","white",0
"3107","white",0
"3108","white",0
"3109","white",0
"3110","black",0
"3111","black",0
"3112","white",0
"3113","black",0
"3114","black",0
"3115","black",0
"3116","white",0
"3117","white",0
"3118","black",0
"3119","black",0
"3120","white",0
"3121","black",0
"3122","black",0
"3123","white",0
"3124","black",0
"3125","white",0
"3126","black",0
"3127","white",0
"3128","white",0
"3129","black",0
"3130","black",0
"3131","white",0
"3132","white",0
"3133","white",0
"3134","white",0
"3135","black",0
"3136","white",0
"3137","white",0
"3138","black",0
"3139","black",0
"3140","black",0
"3141","black",0
"3142","white",0
"3143","white",0
"3144","black",0
"3145","black",0
"3146","black",0
"3147","white",0
"3148","black",0
"3149","white",0
"3150","white",0
"3151","white",0
"3152","black",0
"3153","black",0
"3154","black",0
"3155","black",0
"3156","white",0
"3157","white",1
"3158","black",0
"3159","black",0
"3160","white",0
"3161","black",0
"3162","black",0
"3163","white",0
"3164","white",0
"3165","black",0
"3166","white",0
"3167","black",0
"3168","black",0
"3169","black",1
"3170","white",0
"3171","white",0
"3172","white",1
"3173","white",1
"3174","white",0
"3175","black",0
"3176","white",0
"3177","black",0
"3178","black",0
"3179","black",1
"3180","white",0
"3181","white",0
"3182","black",0
"3183","white",0
"3184","black",0
"3185","white",0
"3186","black",0
"3187","white",0
"3188","white",0
"3189","white",0
"3190","black",0
"3191","black",0
"3192","black",0
"3193","black",0
"3194","white",0
"3195","black",0
"3196","black",0
"3197","white",0
"3198","black",1
"3199","white",0
"3200","white",0
"3201","white",0
"3202","black",0
"3203","black",0
"3204","black",0
"3205","white",0
"3206","white",0
"3207","black",0
"3208","white",0
"3209","white",0
"3210","white",0
"3211","white",0
"3212","black",0
"3213","black",0
"3214","black",0
"3215","white",0
"3216","black",0
"3217","black",0
"3218","white",0
"3219","white",0
"3220","white",0
"3221","black",0
"3222","black",0
"3223","white",0
"3224","white",0
"3225","white",0
"3226","black",0
"3227","white",0
"3228","black",0
"3229","white",0
"3230","black",0
"3231","black",0
"3232","black",0
"3233","white",0
"3234","black",0
"3235","white",0
"3236","white",0
"3237","black",0
"3238","black",0
"3239","black",0
"3240","white",0
"3241","white",0
"3242","black",0
"3243","white",0
"3244","black",0
"3245","black",0
"3246","white",0
"3247","black",0
"3248","black",1
"3249","white",1
"3250","black",0
"3251","black",0
"3252","black",0
"3253","white",0
"3254","white",0
"3255","white",0
"3256","white",0
"3257","white",1
"3258","black",1
"3259","black",0
"3260","white",0
"3261","white",1
"3262","black",0
"3263","white",0
"3264","black",0
"3265","black",0
"3266","white",0
"3267","white",0
"3268","white",0
"3269","black",0
"3270","black",0
"3271","black",0
"3272","white",0
"3273","white",0
"3274","black",0
"3275","white",1
"3276","white",1
"3277","black",1
"3278","black",1
"3279","white",0
"3280","black",1
"3281","white",0
"3282","white",0
"3283","white",0
"3284","black",0
"3285","black",0
"3286","black",0
"3287","white",0
"3288","black",0
"3289","white",0
"3290","black",0
"3291","white",0
"3292","black",0
"3293","white",0
"3294","black",0
"3295","black",0
"3296","white",0
"3297","white",0
"3298","black",0
"3299","white",0
"3300","white",1
"3301","black",1
"3302","black",0
"3303","white",0
"3304","white",0
"3305","black",0
"3306","black",0
"3307","white",0
"3308","black",0
"3309","black",0
"3310","white",0
"3311","white",1
"3312","white",0
"3313","black",0
"3314","black",0
"3315","black",0
"3316","white",0
"3317","white",0
"3318","white",0
"3319","black",0
"3320","black",0
"3321","black",0
"3322","white",0
"3323","white",0
"3324","white",0
"3325","black",0
"3326","black",0
"3327","black",0
"3328","white",0
"3329","black",0
"3330","white",0
"3331","white",0
"3332","black",0
"3333","white",0
"3334","black",0
"3335","black",0
"3336","white",0
"3337","white",0
"3338","black",0
"3339","white",0
"3340","black",0
"3341","white",1
"3342","black",1
"3343","white",0
"3344","white",0
"3345","black",0
"3346","black",0
"3347","black",0
"3348","black",0
"3349","white",1
"3350","white",0
"3351","black",0
"3352","white",0
"3353","white",0
"3354","white",0
"3355","black",0
"3356","black",0
"3357","black",0
"3358","white",0
"3359","black",1
"3360","black",1
"3361","black",0
"3362","white",0
"3363","white",0
"3364","black",0
"3365","white",1
"3366","white",0
"3367","black",0
"3368","white",0
"3369","white",0
"3370","black",0
"3371","white",1
"3372","black",0
"3373","white",0
"3374","white",0
"3375","black",0
"3376","black",0
"3377","white",0
"3378","black",0
"3379","white",0
"3380","black",0
"3381","white",0
"3382","white",1
"3383","white",0
"3384","black",1
"3385","black",0
"3386","black",1
"3387","white",0
"3388","black",0
"3389","black",0
"3390","white",0
"3391","white",0
"3392","black",0
"3393","white",0
"3394","black",0
"3395","black",0
"3396","black",1
"3397","white",1
"3398","white",0
"3399","black",0
"3400","white",0
"3401","white",0
"3402","black",0
"3403","white",0
"3404","black",0
"3405","white",0
"3406","white",0
"3407","black",0
"3408","black",0
"3409","white",0
"3410","black",0
"3411","white",0
"3412","black",0
"3413","black",0
"3414","white",0
"3415","white",0
"3416","black",0
"3417","black",0
"3418","white",0
"3419","white",0
"3420","black",0
"3421","black",0
"3422","white",0
"3423","white",0
"3424","black",0
"3425","white",0
"3426","black",0
"3427","black",0
"3428","white",0
"3429","white",0
"3430","black",0
"3431","black",0
"3432","white",0
"3433","white",0
"3434","black",0
"3435","black",0
"3436","white",0
"3437","black",0
"3438","black",0
"3439","white",1
"3440","white",0
"3441","black",0
"3442","white",0
"3443","white",0
"3444","white",0
"3445","black",0
"3446","black",0
"3447","white",0
"3448","white",0
"3449","white",0
"3450","white",0
"3451","white",0
"3452","black",0
"3453","black",0
"3454","black",0
"3455","white",0
"3456","white",0
"3457","black",0
"3458","black",0
"3459","black",0
"3460","white",0
"3461","white",0
"3462","white",0
"3463","black",0
"3464","black",0
"3465","black",0
"3466","black",0
"3467","white",0
"3468","white",0
"3469","white",0
"3470","black",0
"3471","black",0
"3472","black",0
"3473","black",0
"3474","white",0
"3475","white",0
"3476","black",0
"3477","black",0
"3478","white",0
"3479","white",0
"3480","black",0
"3481","black",0
"3482","white",0
"3483","black",0
"3484","white",0
"3485","white",1
"3486","black",0
"3487","black",0
"3488","black",0
"3489","black",0
"3490","black",0
"3491","white",0
"3492","white",1
"3493","black",0
"3494","black",0
"3495","white",0
"3496","white",0
"3497","white",0
"3498","white",0
"3499","black",0
"3500","white",0
"3501","white",0
"3502","black",0
"3503","black",0
"3504","black",0
"3505","white",0
"3506","white",0
"3507","black",0
"3508","white",0
"3509","white",0
"3510","white",0
"3511","white",0
"3512","white",0
"3513","black",0
"3514","black",0
"3515","black",0
"3516","black",0
"3517","black",0
"3518","white",0
"3519","black",0
"3520","black",0
"3521","white",0
"3522","white",0
"3523","white",0
"3524","black",0
"3525","white",0
"3526","black",0
"3527","white",0
"3528","black",0
"3529","white",0
"3530","black",0
"3531","white",0
"3532","white",0
"3533","black",0
"3534","white",0
"3535","white",0
"3536","black",0
"3537","black",0
"3538","white",0
"3539","black",0
"3540","black",0
"3541","white",0
"3542","black",0
"3543","black",0
"3544","white",0
"3545","white",0
"3546","white",0
"3547","white",0
"3548","white",0
"3549","white",0
"3550","black",0
"3551","black",0
"3552","black",0
"3553","black",0
"3554","white",0
"3555","black",0
"3556","white",0
"3557","black",0
"3558","black",0
"3559","white",0
"3560","white",0
"3561","white",0
"3562","black",0
"3563","black",0
"3564","white",0
"3565","black",0
"3566","black",0
"3567","white",0
"3568","white",0
"3569","black",0
"3570","white",0
"3571","black",0
"3572","white",0
"3573","black",0
"3574","white",0
"3575","white",0
"3576","black",0
"3577","black",0
"3578","black",0
"3579","black",0
"3580","white",1
"3581","white",0
"3582","black",0
"3583","white",0
"3584","white",0
"3585","white",0
"3586","black",0
"3587","black",1
"3588","black",0
"3589","black",0
"3590","black",0
"3591","white",0
"3592","white",1
"3593","white",0
"3594","black",0
"3595","black",0
"3596","black",0
"3597","white",0
"3598","white",0
"3599","black",1
"3600","white",1
"3601","white",1
"3602","black",0
"3603","white",0
"3604","black",0
"3605","white",0
"3606","white",0
"3607","black",0
"3608","black",0
"3609","white",0
"3610","black",0
"3611","white",0
"3612","black",0
"3613","white",1
"3614","black",0
"3615","white",0
"3616","white",0
"3617","white",0
"3618","black",0
"3619","black",0
"3620","white",0
"3621","black",0
"3622","black",0
